location_id,gt_country,predicted_country,country_match,dist_km,geoguessr_score,pred_lat,pred_lon,error
74bPHM081cMUaNKT_5,Türkiye,Rwanda,False,4324.4,575,-1.9534,30.114,
8G5DpHP2KCtVKrk9_1,Brazil,United States,False,10067.5,33,32.7174,-117.1628,
8G5DpHP2KCtVKrk9_2,Canada,United States,False,1501.2,2360,42.3529,-83.1271,
8G5DpHP2KCtVKrk9_3,France,France,True,234.1,4448,47.4493,-0.3495,
8G5DpHP2KCtVKrk9_4,Japan,France,False,9418.8,45,44.0581,6.0639,
8G5DpHP2KCtVKrk9_5,Mexico,United States,False,2278.7,1600,33.951,-118.2063,
8Uo6ejwXYqmp9av3_1,Thailand,Vietnam,False,420.2,4052,15.9267,107.9651,
8Uo6ejwXYqmp9av3_2,Norway,Norway,True,192.5,4541,60.7,8.7,
8Uo6ejwXYqmp9av3_3,Ecuador,Romania,False,11012.8,20,46.5972,24.374,
8Uo6ejwXYqmp9av3_4,"Korea, Republic of",United Kingdom,False,9037.0,55,51.015,-3.0689,
8Uo6ejwXYqmp9av3_5,Botswana,Spain,False,7166.7,139,37.34,-4.5812,
9NNxopqtafH8pTbN_1,Australia,Australia,True,2296.2,1586,-20.7275,139.499,
9NNxopqtafH8pTbN_2,Netherlands,Netherlands,True,144.5,4652,52.0907,5.1216,
9NNxopqtafH8pTbN_3,Panama,Thailand,False,16872.3,1,18.7883,98.9859,
9NNxopqtafH8pTbN_4,Indonesia,Thailand,False,2030.2,1812,18.7883,98.9859,
9NNxopqtafH8pTbN_5,Spain,France,False,1069.1,2930,44.0581,6.0639,
9lNwy1vjD53PTSwt_1,Ukraine,Rwanda,False,5618.4,301,-2.0,30.0,
9lNwy1vjD53PTSwt_2,Greece,France,False,1874.5,1958,44.0581,6.0639,
9lNwy1vjD53PTSwt_3,Spain,United States,False,9651.1,40,36.7015,-118.756,
9lNwy1vjD53PTSwt_4,Malaysia,Indonesia,False,1456.3,2414,-6.1754,106.8272,
9lNwy1vjD53PTSwt_5,American Samoa,Rwanda,False,17061.8,1,-1.6463,30.7448,
9oZfZYQEl9GWjZPu_1,Brazil,United States,False,8348.0,77,31.2639,-98.5456,
9oZfZYQEl9GWjZPu_2,Japan,Vietnam,False,4043.6,662,9.7509,105.2225,
9oZfZYQEl9GWjZPu_3,South Africa,United States,False,14983.0,3,39.4169,-101.2921,
9oZfZYQEl9GWjZPu_4,Peru,,False,,0,,,"Invalid json output: 
For troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/OUTPUT_PARSING_FAILURE "
9oZfZYQEl9GWjZPu_5,India,United States,False,14389.3,4,33.65,-114.75,
AVKTblAzBqaYrcKe_1,United States,United States,True,807.0,3340,42.3529,-83.1271,
AVKTblAzBqaYrcKe_2,Senegal,United States,False,9553.8,42,34.3953,-111.7633,
AVKTblAzBqaYrcKe_3,Norway,Norway,True,158.1,4620,60.3943,5.3259,
AVKTblAzBqaYrcKe_4,United States,Argentina,False,8432.2,74,-34.6096,-58.3888,
AVKTblAzBqaYrcKe_5,Brazil,United States,False,8499.1,71,32.8999,-105.9602,
