location_id,gt_country,predicted_country,country_match,dist_km,geoguessr_score,pred_lat,pred_lon,error
5GS2RPgTrf85UZM5_1,Bulgaria,United States,False,9332.7,47,37.7749,-97.5,
5GS2RPgTrf85UZM5_2,United Kingdom,United Kingdom,True,379.4,4136,51.5074,-0.1278,
5GS2RPgTrf85UZM5_3,"Bolivia, Plurinational State of",Argentina,False,1817.5,2015,-34.6037,-58.3816,
5GS2RPgTrf85UZM5_4,Jordan,Brazil,False,10635.5,25,-14.235,-51.9253,
5GS2RPgTrf85UZM5_5,Belgium,United Kingdom,False,457.6,3978,52.35,-1.85,
5bPlIRT7eGN79a2E_1,Philippines,Vietnam,False,2680.7,1309,21.0283,105.854,
5bPlIRT7eGN79a2E_2,Canada,United States,False,1315.0,2591,39.8333,-98.5833,
5bPlIRT7eGN79a2E_3,Mexico,Kenya,False,14944.2,3,-0.0236,37.9062,
5bPlIRT7eGN79a2E_4,Viet Nam,Vietnam,True,139.9,4662,21.0291,105.8545,
5bPlIRT7eGN79a2E_5,Chile,Australia,False,9919.1,35,-34.9285,138.5987,
5l0GTCFZI877KxkV_1,Mexico,Brazil,False,5963.4,254,-15.7939,-47.8825,
5l0GTCFZI877KxkV_2,Thailand,India,False,2944.1,1147,22.5,78.75,
5l0GTCFZI877KxkV_3,Russian Federation,United Kingdom,False,2302.9,1581,54.0,-2.0,
5l0GTCFZI877KxkV_4,Japan,Germany,False,9089.5,53,51.1657,10.4515,
5l0GTCFZI877KxkV_5,Norway,United States,False,6035.3,245,40.0,-75.0,
67gLC5CcGgkQIWEW_1,Ukraine,United States,False,8732.4,63,37.0902,-95.7129,
67gLC5CcGgkQIWEW_2,Bulgaria,Bulgaria,True,123.3,4701,42.5,25.3,
67gLC5CcGgkQIWEW_3,Romania,Mexico,False,11023.9,20,19.4326,-99.1332,
67gLC5CcGgkQIWEW_4,"Korea, Republic of",South Korea,True,47.1,4884,37.5665,126.978,
67gLC5CcGgkQIWEW_5,Philippines,Peru,False,18248.9,1,-13.5171,-71.9785,
6fGwHxCTvCbaK77Q_1,Brazil,Kenya,False,9505.2,43,-1.289,36.8173,
6fGwHxCTvCbaK77Q_2,India,Thailand,False,1788.9,2044,15.87,100.9925,
6fGwHxCTvCbaK77Q_3,Russian Federation,United States,False,9513.1,43,40.0,-90.0,
6fGwHxCTvCbaK77Q_4,New Zealand,Nigeria,False,16716.3,1,10.0,8.0,
6fGwHxCTvCbaK77Q_5,Uruguay,India,False,15272.5,2,20.5937,78.9629,
6ypQOh9cOoE7WaWH_1,Montenegro,Greece,False,670.7,3575,37.9838,23.7275,
6ypQOh9cOoE7WaWH_2,Canada,Canada,True,233.2,4450,51.0501,-114.0853,
6ypQOh9cOoE7WaWH_3,Colombia,Chile,False,4543.8,516,-33.4997,-70.6693,
6ypQOh9cOoE7WaWH_4,Argentina,United States,False,8749.8,63,39.8097,-98.5556,
6ypQOh9cOoE7WaWH_5,Australia,Netherlands,False,16398.4,1,52.1326,5.2913,
74bPHM081cMUaNKT_1,Mongolia,Namibia,False,12526.6,10,-22.0,17.0,
74bPHM081cMUaNKT_2,South Africa,Saudi Arabia,False,5983.7,251,20.0,45.0,
74bPHM081cMUaNKT_3,Andorra,France,False,419.4,4054,46.2276,2.2137,
74bPHM081cMUaNKT_4,Kenya,Greece,False,4483.1,531,38.5,23.0,
74bPHM081cMUaNKT_5,Türkiye,Thailand,False,7304.7,130,13.7525,100.4935,
8G5DpHP2KCtVKrk9_1,Brazil,United States,False,9077.2,53,39.8097,-98.5556,
8G5DpHP2KCtVKrk9_2,Canada,United States,False,2818.7,1222,39.8097,-98.5556,
8G5DpHP2KCtVKrk9_3,France,France,True,344.8,4208,45.7578,4.832,
8G5DpHP2KCtVKrk9_4,Japan,Brazil,False,16690.4,1,-14.235,-51.9253,
8G5DpHP2KCtVKrk9_5,Mexico,Mexico,True,1990.0,1849,32.6455,-115.4874,
8Uo6ejwXYqmp9av3_1,Thailand,Thailand,True,474.6,3944,13.7525,100.4935,
8Uo6ejwXYqmp9av3_2,Norway,Norway,True,144.5,4651,60.65,10.95,
8Uo6ejwXYqmp9av3_3,Ecuador,Vietnam,False,18509.7,0,11.9402,108.4376,
8Uo6ejwXYqmp9av3_4,"Korea, Republic of",Australia,False,8438.1,74,-35.2809,149.13,
8Uo6ejwXYqmp9av3_5,Botswana,Australia,False,10940.0,21,-25.0,135.0,
9NNxopqtafH8pTbN_1,Australia,Australia,True,831.1,3300,-33.494,143.2104,
9NNxopqtafH8pTbN_2,Netherlands,Netherlands,True,122.0,4704,52.3731,4.8925,
9NNxopqtafH8pTbN_3,Panama,Thailand,False,17174.9,1,15.87,100.99,
9NNxopqtafH8pTbN_4,Indonesia,Indonesia,True,1806.6,2026,-0.7893,113.9213,
9NNxopqtafH8pTbN_5,Spain,Spain,True,233.4,4449,40.4637,-3.7492,
9lNwy1vjD53PTSwt_1,Ukraine,Brazil,False,10712.1,24,-15.7939,-47.8825,
9lNwy1vjD53PTSwt_2,Greece,Portugal,False,3019.2,1105,38.7223,-9.1377,
9lNwy1vjD53PTSwt_3,Spain,Spain,True,560.8,3777,40.4168,-3.7038,
9lNwy1vjD53PTSwt_4,Malaysia,Malaysia,True,1199.3,2745,2.5,112.5,
9lNwy1vjD53PTSwt_5,American Samoa,South Africa,False,14567.5,3,-33.9288,18.4172,
9oZfZYQEl9GWjZPu_1,Brazil,Indonesia,False,15458.1,2,-6.9218,107.6071,
9oZfZYQEl9GWjZPu_2,Japan,Canada,False,8429.4,74,56.1304,-106.2465,
9oZfZYQEl9GWjZPu_3,South Africa,India,False,7744.0,104,26.8106,73.7685,
9oZfZYQEl9GWjZPu_4,Peru,Thailand,False,19056.3,0,13.7563,100.5018,
9oZfZYQEl9GWjZPu_5,India,India,True,580.8,3740,20.5937,78.9629,
AVKTblAzBqaYrcKe_1,United States,United States,True,2127.0,1726,39.8283,-98.5795,
AVKTblAzBqaYrcKe_2,Senegal,Australia,False,16709.8,1,-25.2744,133.7751,
AVKTblAzBqaYrcKe_3,Norway,Sweden,False,719.2,3490,60.1282,18.6435,
AVKTblAzBqaYrcKe_4,United States,United States,True,632.5,3644,37.0902,-95.7129,
AVKTblAzBqaYrcKe_5,Brazil,Spain,False,8319.4,78,37.3886,-5.9953,
