location_id,gt_country,predicted_country,country_match,dist_km,geoguessr_score,pred_lat,pred_lon,error
5GS2RPgTrf85UZM5_2,United Kingdom,United Kingdom,True,351.6,4194,51.7489,-0.2303,
5GS2RPgTrf85UZM5_3,"Bolivia, Plurinational State of",Rwanda,False,10220.0,30,-2.35,29.45,
5GS2RPgTrf85UZM5_4,Jordan,Saudi Arabia,False,1335.7,2564,23.3333,45.3333,
5GS2RPgTrf85UZM5_5,Belgium,Netherlands,False,156.6,4623,52.3731,4.8925,
5bPlIRT7eGN79a2E_1,Philippines,France,False,11732.4,14,48.8566,2.3522,
5bPlIRT7eGN79a2E_2,Canada,United States,False,1480.5,2385,41.8287,-87.9991,
5bPlIRT7eGN79a2E_3,Mexico,United States,False,1191.7,2755,40.7773,-114.0,
5bPlIRT7eGN79a2E_4,Viet Nam,Vietnam,True,733.8,3464,16.068,108.212,
5bPlIRT7eGN79a2E_5,Chile,United States,False,10502.1,26,39.4169,-101.2921,
5l0GTCFZI877KxkV_1,Mexico,Rwanda,False,12984.0,8,-1.6463,30.7448,
5l0GTCFZI877KxkV_2,Thailand,Thailand,True,828.9,3304,18.7883,98.9859,
5l0GTCFZI877KxkV_3,Russian Federation,France,False,2510.2,1425,48.1113,-1.68,
5l0GTCFZI877KxkV_4,Japan,Italy,False,9656.7,40,43.4587,11.1389,
5l0GTCFZI877KxkV_5,Norway,Belgium,False,2171.6,1688,50.3155,5.0098,
67gLC5CcGgkQIWEW_1,Ukraine,United States,False,7618.5,111,42.3529,-83.1271,
67gLC5CcGgkQIWEW_2,Bulgaria,Bulgaria,True,104.0,4747,42.6074,25.4857,
67gLC5CcGgkQIWEW_3,Romania,United States,False,8098.0,87,42.3529,-83.1271,
67gLC5CcGgkQIWEW_4,"Korea, Republic of",South Korea,True,70.4,4827,37.2633,127.0287,
67gLC5CcGgkQIWEW_5,Philippines,Mexico,False,15080.8,3,20.6846,-88.8756,
6fGwHxCTvCbaK77Q_1,Brazil,Brazil,True,1425.4,2452,-20.0067,-45.9767,
6fGwHxCTvCbaK77Q_2,India,Madagascar,False,6560.3,188,-18.91,47.5256,
6fGwHxCTvCbaK77Q_3,Russian Federation,Canada,False,8440.6,73,50.0007,-86.001,
6fGwHxCTvCbaK77Q_4,New Zealand,United States,False,11263.0,18,46.6039,-120.4579,
6fGwHxCTvCbaK77Q_5,Uruguay,France,False,10903.0,21,48.8566,2.3522,
6ypQOh9cOoE7WaWH_1,Montenegro,France,False,1042.4,2969,44.0581,6.0639,
6ypQOh9cOoE7WaWH_2,Canada,Canada,True,621.3,3665,55.0013,-115.0021,
6ypQOh9cOoE7WaWH_3,Colombia,France,False,8473.0,72,45.7578,4.832,
6ypQOh9cOoE7WaWH_4,Argentina,Canada,False,8839.6,60,46.8137,-71.2084,
6ypQOh9cOoE7WaWH_5,Australia,United States of America,False,13423.8,6,36.35,-99.58,
74bPHM081cMUaNKT_1,Mongolia,France,False,7489.2,118,48.8731,4.2079,
74bPHM081cMUaNKT_2,South Africa,United States,False,15998.6,2,32.2599,-112.9263,
74bPHM081cMUaNKT_3,Andorra,Switzerland,False,717.2,3493,46.3352,8.7526,
74bPHM081cMUaNKT_4,Kenya,United States,False,15161.1,3,36.7015,-118.756,
74bPHM081cMUaNKT_5,Türkiye,Vietnam,False,7334.4,128,21.0283,105.854,
8G5DpHP2KCtVKrk9_1,Brazil,United States,False,7016.0,150,27.7568,-81.464,
8G5DpHP2KCtVKrk9_2,Canada,Belgium,False,5056.4,399,50.8503,4.3517,
8G5DpHP2KCtVKrk9_3,France,United States,False,7516.2,117,39.8097,-98.5833,
8G5DpHP2KCtVKrk9_4,Japan,France,False,9418.8,45,44.0581,6.0639,
8G5DpHP2KCtVKrk9_5,Mexico,Spain,False,9154.1,51,37.34,-4.5812,
8Uo6ejwXYqmp9av3_1,Thailand,Mexico,False,14301.3,4,24.8149,-107.5856,
8Uo6ejwXYqmp9av3_2,Norway,Norway,True,170.4,4592,60.8722,10.5039,
8Uo6ejwXYqmp9av3_3,Ecuador,Vietnam,False,17661.4,1,21.0283,105.854,
8Uo6ejwXYqmp9av3_4,"Korea, Republic of",United Kingdom,False,8601.2,68,55.9533,-3.1884,
8Uo6ejwXYqmp9av3_5,Botswana,United States,False,15491.7,2,34.3953,-111.7633,
9NNxopqtafH8pTbN_1,Australia,Italy,False,16216.5,2,45.4046,12.3105,
9NNxopqtafH8pTbN_2,Netherlands,Belgium,False,293.2,4318,51.2086,3.2268,
9NNxopqtafH8pTbN_3,Panama,Brazil,False,3547.5,848,-1.4379,-52.383,
9NNxopqtafH8pTbN_4,Indonesia,Vietnam,False,1314.7,2591,9.7509,105.2225,
9NNxopqtafH8pTbN_5,Spain,Italy,False,1410.6,2470,43.4587,11.1389,
9lNwy1vjD53PTSwt_1,Ukraine,United States,False,7367.1,126,44.2057,-70.7538,
9lNwy1vjD53PTSwt_2,Greece,Spain,False,2629.7,1343,37.34,-4.5812,
9lNwy1vjD53PTSwt_3,Spain,United States,False,7629.0,110,27.7568,-81.464,
9lNwy1vjD53PTSwt_4,Malaysia,Malaysia,True,344.0,4210,3.0989,101.6454,
9lNwy1vjD53PTSwt_5,American Samoa,Rwanda,False,17102.3,1,-2.0002,30.0004,
9oZfZYQEl9GWjZPu_1,Brazil,United States,False,7640.1,110,33.261,-87.512,
9oZfZYQEl9GWjZPu_2,Japan,China,False,2411.0,1498,23.1358,113.1983,
9oZfZYQEl9GWjZPu_3,South Africa,United States,False,14983.0,3,39.4169,-101.2921,
9oZfZYQEl9GWjZPu_4,Peru,,False,,0,,,"Invalid json output: For troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/OUTPUT_PARSING_FAILURE "
9oZfZYQEl9GWjZPu_5,India,Egypt,False,4845.9,443,25.7043,32.6336,
AVKTblAzBqaYrcKe_1,United States,United States,True,1180.4,2771,41.8756,-87.6244,
AVKTblAzBqaYrcKe_2,Senegal,United States,False,9553.8,42,34.3953,-111.7633,
AVKTblAzBqaYrcKe_3,Norway,Sweden,False,507.0,3880,61.0604,14.2151,
AVKTblAzBqaYrcKe_4,United States,United States,True,1107.6,2874,38.8807,-76.99,
AVKTblAzBqaYrcKe_5,Brazil,United States,False,7651.0,109,40.199,-79.5209,
